i,x,y,theta
349,6.81233714743072,2.50000193224373,-1.08989012337994E-05
350,6.81317388618107,2.50000192310723,-1.0827920603914E-05
351,6.81352948441927,2.50000191922107,-1.1010120936965E-05
352,6.81388492051372,2.5000019152611,-1.11179811141536E-05
353,6.81472143470015,2.50000190602508,-1.09189463984019E-05
354,6.81603936536947,2.50000189169948,-1.04949081411594E-05
355,6.81783876253233,2.50000187278967,-9.91129954282066E-06
356,6.82011962158654,2.50000184999479,-9.21515283487533E-06
357,6.82288191773806,2.50000182413529,-8.44013230991038E-06
358,6.82612562306716,2.500001796103,-7.6102019869288E-06
359,6.82985071358692,2.50000176682865,-6.74233633128505E-06
360,6.83405717115759,2.50000173726114,-5.84851258621907E-06
361,6.83874498310712,2.50000170835479,-4.93715931389883E-06
362,6.84391414106934,2.50000168106223,-4.01419820856908E-06
363,6.8495646397534,2.5000016563308,-3.08378652604214E-06
364,6.85569647592218,2.50000163510084,-2.14884239847521E-06
365,6.86182846099119,2.50000161891803,-1.47241964878699E-06
366,6.86796061419454,2.50000160697313,-9.73218233538764E-07
367,6.87409258326072,2.50000159920111,-6.14224020459142E-07
368,6.88022464412082,2.50000159355138,-3.40965084290938E-07
369,6.88635652598269,2.50000159054493,-1.42310109923345E-07
370,6.89248851650805,2.50000158843829,1.74317345681505E-08
371,6.89862035583144,2.50000158812596,1.3584345413501E-07
372,6.90475231948906,2.50000158808005,2.38878205884963E-07
373,6.91088414398199,2.5000015893978,3.17189481047021E-07
374,6.91701610109085,2.50000159065985,3.91816393228772E-07
375,6.923147923809,2.50000159306857,4.49947007319761E-07
376,6.92879860471127,2.50000159507848,2.49117859532454E-07
377,6.93444912249247,2.50000159654384,1.18608239448459E-07
378,6.9400994251893,2.50000159792991,3.11431093871869E-08
379,6.94574983702729,2.50000159810713,-1.15438447457919E-08
380,6.95140011341554,2.50000159853802,-3.61665353373169E-08
381,6.95705053200867,2.50000159814444,-3.41297789409716E-08
382,6.96270082506485,2.5000015982817,-2.71306389270449E-08
383,6.96835126002139,2.50000159781754,-2.87974924133705E-09
384,6.97400156574773,2.50000159804181,1.96275975122548E-08
385,6.97965200926827,2.50000159778026,5.46348971981483E-08
386,6.98530232021337,2.50000159828675,8.45470753257574E-08
387,6.9904714922947,2.50000159837287,-1.36459454872577E-07
388,6.99564050330887,2.50000159780093,-2.81471172827793E-07
389,7.00080929823286,2.50000159706474,1.61892157498071E-06
390,7.0059782021724,2.5000015951439,1.57719811300937E-06
391,7.01114697126091,2.50000159339579,1.55260718431697E-06
392,7.01631588288043,2.50000159083352,1.55297434966005E-06
393,7.02148466917129,2.50000158870027,1.55845012150363E-06
394,7.02665359751078,2.5000015859514,1.58016181474868E-06
395,7.03182239674641,2.50000158377132,1.60075558875949E-06
396,7.03699133388553,2.50000158107777,1.63315650512454E-06
397,7.04216013855437,2.50000157902336,1.66133209403312E-06
398,7.04732907877291,2.50000157650573,1.69911734313912E-06
399,7.05249788502842,2.50000157466027,1.73115301886611E-06
400,7.05766682599021,2.50000157237505,1.77171641344535E-06
401,7.06283563255878,2.5000015707764,1.80579027375794E-06
402,7.06752329867804,2.50000156895705,1.58567330322649E-06
403,7.07221080268509,2.50000156648684,1.43958123727438E-06
404,7.07689809054356,2.50000156382743,1.33956325047144E-06
405,7.08158548665226,2.50000156003197,1.28512268818179E-06
406,7.08627274661337,2.50000155634757,1.25061492345185E-06
407,7.09096014825829,2.50000155187753,1.24292547189752E-06
408,7.09564742400406,2.5000015477634,1.24163204287085E-06
409,7.1003348413987,2.5000015430634,1.2574676411079E-06
410,7.10502212940717,2.50000153885839,1.27281178375236E-06
411,7.1097095551102,2.50000153417087,1.30039911630595E-06
412,7.11439684819,2.50000153004877,1.3240649912975E-06
413,7.11908427669974,2.50000152549536,1.35754995195817E-06
414,7.12377157115572,2.50000152154068,1.38542782886101E-06
415,7.1284590002421,2.50000151717891,1.42192897698563E-06
416,7.13314629487558,2.50000151343068,1.45200159703709E-06
417,7.13735244905457,2.50000150973257,1.22806199190286E-06
418,7.14155844112312,2.50000150543547,1.07816636717569E-06
419,7.14576421700369,2.50000150096994,9.74369635551014E-07
420,7.14997010109544,2.50000149547661,9.16163649939223E-07
421,7.15417584900755,2.50000149007802,8.77885997092631E-07
422,7.15838173856875,2.50000148396887,8.66428366708497E-07
423,7.1625875022006,2.50000147817298,8.61348494720513E-07
424,7.16679340744778,2.50000147184665,8.73391781390182E-07
425,7.17099918327897,2.50000146595839,8.84918364659443E-07
426,7.17520509677159,2.50000145963302,9.08677974617967E-07
427,7.17941087761125,2.50000145380911,9.28486746897525E-07
428,7.18361679384779,2.50000144759448,9.58101828826235E-07
429,7.18782257600075,2.50000144191138,9.82077474333731E-07
430,7.19202849275088,2.50000143585963,1.01466168006047E-06
431,7.19623427501801,2.5000014303528,1.04078251535414E-06
432,7.2004401917319,2.50000142448718,1.07491943263946E-06
433,7.20464597394021,2.50000141917196,1.10219484708138E-06
434,7.20837061562777,2.50000141417189,8.75315134781737E-07
435,7.21209509515912,2.50000140863044,7.22250179220728E-07
436,7.21581935853393,2.50000140294509,6.15137910526264E-07
437,7.21954373014085,2.50000139634348,5.53506770554397E-07
438,7.22326796558287,2.50000138982267,5.11713555622501E-07
439,7.22699234267435,2.50000138266852,4.96681557077589E-07
440,7.23071659383172,2.50000137578666,4.87966323401729E-07
441,7.23444098658894,2.50000136843136,4.96338890428235E-07
442,7.23816524991304,2.50000136145855,5.04148641927898E-07
443,7.24188965087427,2.50000135409525,5.2416736330004E-07
444,7.24561391915904,2.50000134717058,5.40196033814152E-07
445,7.24933832281201,2.50000133989684,5.66012240678136E-07
446,7.25306259235475,2.5000013330884,5.86152384438389E-07
447,7.25678699646377,2.50000132595071,6.14884397675284E-07
448,7.26051126606148,2.50000131929023,6.3711673687749E-07
449,7.26423567007379,2.50000131230944,6.67348835457133E-07
450,7.26795993955118,2.50000130581079,6.90682299735782E-07
451,7.27168434348316,2.50000129899545,7.21719980302407E-07
452,7.27540861294053,2.50000129266395,7.45669667000752E-07
453,7.27913301691451,2.5000012860168,7.77174330550462E-07
454,7.28285728646773,2.50000127985372,8.0150579675872E-07
455,7.28610041552116,2.5000012742338,5.71600214295906E-07
